"date"	"station"	"addr"	"price gal"	"gallons (+adj)"	"miles (+adjs)"	"mileage"	"fee"	"notes"		"miles real"	"miles listed"	"miles per gal"	"dol per mile"	"days per gallon"	"gal per day"	"dol per day"	"spent"	"total spent"
03/25/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.159	15.328	472					138303	129561.6	30.7933194154489	0.0701126101694915	0.435951464070334	2.29383333333333	4.95238616666667	33.093152	3504.2850828
03/31/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.159	15.104	497					138801	130058.6	32.9051906779661	0.0656127484909457	0.391440501043841	2.55466666666667	5.51552533333333	32.609536	3536.8946188
04/07/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.159	15.956	486					139288	130544.6	30.4587615943846	0.0708827242798354	0.463453389830508	2.15771428571429	4.65850514285714	34.449004	3571.3436228
04/16/2004	"shell"	"1800 ½ powell"	2.199	14.601	435					139723	130979.6	29.7924799671255	0.0738105724137931	0.564051140636751	1.77288888888889	3.89858266666667	32.107599	3603.4512218
04/21/2004	"emery bay petroleum"	"1700 powell st emeryville"	2.199	14.737	457					140181	131436.6	31.0103820316211	0.0709117352297593	0.342442298472707	2.9202	6.4215198	32.406663	3635.8578848
04/29/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.159	14.284	460					140642	131896.6	32.2038644637356	0.0670416434782609	0.542851326592929	1.842125	3.977147875	30.839156	3666.6970408
11/19/2004	"valero"	"1894 university"	1.599	14.349	384			"pdi cinesaver frys / date is an error?"		"?"	132280.6	26.7614467907171	0.0597501328125	14.2817138056567	0.0700196078431373	0.111961352941176	22.944051	3689.6410918
05/14/2004	"arco"	"6407 telegraph"	2.259	15.2	470		0.35			141522	132750.6	30.9210526315789	0.0730570212765957	-13.1716495923061	-0.0759206349206349	-0.171504714285714	34.3368	3723.9778918
05/19/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.359	13.663	414					141936	133164.6	30.3008124130864	0.0778526980676329	0.328947368421053	3.04	7.17136	32.231017	3756.2089088
05/25/2004	"shell"	"1800 ½ powell"	2.399	14.136	429					142366	133593.6	30.3480475382003	0.0790495664335664	0.439142208885311	2.27716666666667	5.46292283333333	33.912264	3790.1211728
05/30/2004	"arco"	"6407 telegraph"	2.179	14.299	409.2		0.35	"miles are wrong"		14105	134002.8	28.617385831177	0.0761425244379277	0.353706847764573	2.8272	6.1604688	31.157521	3821.2786938
06/04/2004	"shell"	"630 high st, oakland"	2.379	13.703	432					142798	134434.8	31.5259432241115	0.0754616597222222	0.349674802433737	2.8598	6.8034642	32.599437	3853.8781308
06/05/2004	"shell"	"1600 jamboree, newport beach"	2.37966101694915	14.75	459					143258	134893.8	31.1186440677966	0.0764705882352941	0.0729767204261841	13.703	32.6084949152542	35.1	3888.9781308
06/10/2004	"shell"	"1800 ½ powell"	2.339	15	449			"reset at 489"		144044	135342.8	29.9333333333333	0.0781403118040089	0.338983050847458	2.95	6.90005	35.085	3924.0631308
06/17/2004	"arco"	"6407 telegraph"	2.239	14.16	384		0.35	"+40 see prev"		144469	135726.8	27.1186440677966	0.082563125	0.466666666666667	2.14285714285714	4.79785714285714	31.70424	3955.7673708
06/26/2004	"arco"	"6407 telegraph"	2.219	14.095	409.4		0.35			144878	136136.2	29.0457609081234	0.0763966902784563	0.635593220338983	1.57333333333333	3.49122666666667	31.276805	3987.0441758
07/07/2004	"arco"	"6407 telegraph"	2.179	13.943	409		0.35			145288	136545.2	29.3337158430754	0.0742831222493888	0.780418588151827	1.28136363636364	2.79209136363636	30.381797	4017.4259728
07/19/2004	"shell"	"1800 ½ powell"	2.199	14.479	445					146144	136990.2	30.7341667242213	0.0715490359550562	0.860646919601234	1.16191666666667	2.55505475	31.839321	4049.2652938
07/26/2004	"arco"	"6407 telegraph"	2.099	14.822	466.2		0.35			146611	137456.4	31.4532451760896	0.0667339725439726	0.483458802403481	2.06842857142857	4.34163157142857	31.111378	4080.3766718
07/31/2004	"chevron"	"16304 foothill blvd, san leandro"	2.219	15.142	452					147063	137908.4	29.8507462686567	0.0743365	0.337336391849953	2.9644	6.5780036	33.600098	4113.9767698
08/02/2004	"chevron"	"16304 foothill blvd, san leandro"	2.199	14.87	455					149289	138363.4	30.5985205110962	0.0718662197802198	0.132082948091401	7.571	16.648629	32.69913	4146.6758998
08/06/2004	"arco"	"365 w jackson st, hayward"	2.039	15.479	460		0.35			147524	138823.4	29.7176820208024	0.06861235	0.268997982515131	3.7175	7.5799825	31.561681	4178.2375808
08/13/2004	"shell"	"1800 ½ powell"	2.099	15.716	470					147995	139293.4	29.9058284550776	0.0701869872340426	0.452225595968732	2.21128571428571	4.64148871428571	32.987884	4211.2254648
08/20/2004	"arco"	"6407 telegraph"	2.039	14.494	449		0.35			148444	139742.4	30.9783358631158	0.0658201915367483	0.445405955713922	2.24514285714286	4.57784628571429	29.553266	4240.7787308
08/27/2004	"shell"	"1898 van ness,sf"	2.199	13.122	389					148833	140131.4	29.6448712086572	0.0741780925449871	0.482958465571961	2.07057142857143	4.55318657142857	28.855278	4269.6340088
09/13/2004	"arco"	"365 w jackson st, hayward"	2.199	14.666	445		0.35	"premium 91"		149734	140576.4	30.3422882858312	0.0724731101123595	1.29553421734492	0.771882352941176	1.69736929411765	32.250534	4301.8845428
09/19/2004	"A & A gas"	"138 jackson st, hayward"	2.093	14.41	451					150185	141027.4	31.2977099236641	0.0668739024390244	0.409109504977499	2.44433333333333	5.11598966666667	30.16013	4332.0446728
09/24/2004	"chevron"	"2920 castro vll blvd, castro valley"	2.119	14.176	441					150627	141468.4	31.1089164785553	0.0681155192743764	0.346981263011797	2.882	6.106958	30.038944	4362.0836168
09/27/2004	"chevron"	"16304 foothill blvd, san leandro"	2.199	13.277	408					151036	141876.4	30.729833546735	0.071559125	0.211625282167043	4.72533333333333	10.391008	29.196123	4391.2797398
10/02/2004	"valero"	"890 coleman, san jose"	2.179	15.069	455					151594	142331.4	30.1944389143274	0.0721656065934066	0.376591097386458	2.6554	5.7861166	32.835351	4424.1150908
10/08/2004	"arco"	"6407 telegraph"	2.339	13.262	414		0.35			152008	142745.4	31.2170110088976	0.0749270966183575	0.398168425243878	2.5115	5.8743985	31.019818	4455.1349088
10/13/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.399	14.652	459					152467	143204.4	31.3267813267813	0.0765798431372549	0.377017041170261	2.6524	6.3631076	35.150148	4490.2850568
10/22/2004	"A & A gas"	"138 jackson st, hayward"	2.299	13.645	391					152859	143595.4	28.6551850494687	0.0802298081841432	0.614250614250614	1.628	3.742772	31.369855	4521.6549118
10/27/2004	"chevron"	"16304 foothill blvd, san leandro"	2.459	14.903	451					153310	144046.4	30.2623632825606	0.0812560465631929	0.366434591425431	2.729	6.710611	36.646477	4558.3013888
11/02/2004	"valero"	"1894 university"	2.399	13.82	476			"ran out - kelsi bought some extra gas in a can"		153786	144522.4	34.4428364688857	0.0696516386554622	0.402603502650473	2.48383333333333	5.95871616666667	33.15418	4591.4555688
11/09/2004	"arco"	"365 w jackson st, hayward"	2.279	14.908	456		0.35			154243	144978.4	30.5876039710223	0.0745073070175439	0.506512301013025	1.97428571428571	4.49939714285714	33.975332	4625.4309008
11/15/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.359	13.99	439					154682	145417.4	31.3795568263045	0.0751763325740319	0.402468473302925	2.48466666666667	5.86132866666667	33.00241	4658.4333108
11/23/2004	"arco"	"6407 telegraph"	2.329	14.361	428		0.35			155111	145845.4	29.8029385140311	0.0781466565420561	0.571837026447462	1.74875	4.07283875	33.446769	4691.8800798
12/02/2004	"broadway auto bp"	"1101 broadway, redwood city"	2.199	14.83	424					155535	146269.4	28.5906945380985	0.0769131367924528	0.626697305201588	1.59566666666667	3.508871	32.61117	4724.4912498
12/10/2004	"chevron"	"16304 foothill blvd, san leandro"	2.259	14.357	431					155967	146700.4	30.0201992059622	0.0752493341067285	0.539447066756575	1.85375	4.18762125	32.432463	4756.9237128
12/25/2004	76	"3200 lakeshore"	2.159	14.102	409					156779	147109.4	29.0029783009502	0.074440630806846	1.04478651528871	0.957133333333333	2.06645086666667	30.446218	4787.3699308
12/31/2004	76	"2690 san miguel rd, newport beach"	2.099	14.071	706			"to LA s/d/k, 2 tanks of gas"		157485	147815.4	50.1741169781821	0.0418343186968839	0.425471564317118	2.35033333333333	4.93334966666667	29.535029	4816.9049598
01/01/2005	"travel centers"	"12310 s hwy 33 & i, santa nella, ca"	1.979	14.769	396			"SDK OC to santa nella"		157882	148211.4	26.8129189518586	0.0738077045454545	0.0710681543600313	14.071	27.846509	29.227851	4846.1328108
01/06/2005	"chevron"	"16304 foothill blvd, san leandro"	1.999	13.873	426					158308	148637.4	30.7071289555251	0.0650988896713615	0.338546956462861	2.9538	5.9046462	27.732127	4873.8649378
01/15/2005	"chevron"	"16304 foothill blvd, san leandro"	1.979	14.026	403					158712	149040.4	28.7323541993441	0.0688770570719603	0.648742161032221	1.54144444444444	3.05051855555556	27.757454	4901.6223918
01/22/2005	"shell"	"1582? san leandro"	2.019	13.345	398					159111	149438.4	29.8239040839266	0.0676973743718593	0.499073149864537	2.00371428571429	4.04549914285714	26.943555	4928.5659468
01/29/2005	"chevron"	"16304 foothill blvd, san leandro"	2.029	13.439	400			"gal hundredths smudged"		159511	149838.4	29.7641193541186	0.0681693275	0.524541026601723	1.90642857142857	3.86814357142857	27.267731	4955.8336778
02/06/2005	"ampm"	"auto mall"	1.899	14.486	401					159912	150239.4	27.6818997652906	0.068600783042394	0.595282387082372	1.679875	3.190082625	27.508914	4983.3425918
02/17/2005	"chevron"	"3026 lakeshore ave, oakland"	2.239	15.313	447					160360	150686.4	29.1908835629857	0.0767020290827741	0.759353858898247	1.31690909090909	2.94855945454545	34.285807	5017.6283988
02/27/2005	"shell"	"29 wildwood"	2.299	13.36	382					160742	151068.4	28.5928143712575	0.0804048167539267	0.653039900737935	1.5313	3.5204587	30.71464	5048.3430388
03/09/2005	"arco"	"2770 castro valley, CV"	2.159	14.126	434		0.35			161193	151502.4	30.7234886025768	0.0702719677419355	0.748502994011976	1.336	2.884424	30.498034	5078.8410728
03/18/2005	"arco"	"6407 telegraph"	2.299	13.782	423		0.35			161619	151925.4	30.6922072268176	0.0749050070921986	0.637123035537307	1.56955555555556	3.60840822222222	31.684818	5110.5258908
03/27/2005	"valero"	"16210 foothill, san leandro"	2.299	13.746	400					162019	152325.4	29.0993743634512	0.079005135	0.65302568567697	1.53133333333333	3.52053533333333	31.602054	5142.1279448
04/03/2005	"arco"	"6407 telegraph"	2.429	13.204	390		0.35			162410	152715.4	29.5365040896698	0.0822372205128205	0.509239051360396	1.96371428571429	4.769862	32.072516	5174.2004608
04/09/2005	"valero"	"16210 foothill, san leandro"	2.599	13.931	412					162822	153127.4	29.5743306295313	0.0878802645631068	0.454407755225689	2.20066666666667	5.71953266666667	36.206669	5210.4071298
04/13/2005	"hai pham"	"3374 grand ave, oakland"	2.699	14.816	450					163273	153577.4	30.3725701943844	0.0888630755555556	0.287129423587682	3.48275	9.39994225	39.988384	5250.3955138
04/24/2005	76	"700 west a st, hayward"	2.619	13.746	434					163707	154011.4	31.5728211843445	0.0829510921658986	0.74244060475162	1.34690909090909	3.52755490909091	36.000774	5286.3962878
04/28/2005	"shell"	"31301 alvarado-niles, union city"	2.719	14.419	448					164155	154459.4	31.070115819405	0.0875117433035714	0.290993743634512	3.4365	9.3438435	39.205261	5325.6015488
05/05/2005	"chevron"	"16304 foothill blvd, san leandro"	2.619	14.089	418					164574	154877.4	29.6685357370999	0.0882753373205742	0.485470559678202	2.05985714285714	5.39476585714286	36.899091	5362.5006398
05/10/2005	"valero"	"stn 06490305001"	2.579	13.858	407					164981	155284.4	29.3693173618127	0.0878127321867322	0.354886791113635	2.8178	7.2671062	35.739782	5398.2404218
05/18/2005	"chevron"	"unknown"	2.59883073496659	14.368	432					165414	155716.4	30.0668151447661	0.0864351851851852	0.577283879347669	1.73225	4.50182454064588	37.34	5435.5804218
05/27/2005	"chevron"	"16304 foothill blvd, san leandro"	2.479	14.685	500.9			"drove mostly on spare tire at 50mph"		165915	156217.3	34.1096356826694	0.0726774106608106	0.626391982182628	1.59644444444444	3.95758577777778	36.404115	5471.9845368
06/10/2005	"chevron"	"2045 ralston ave, belmont"	2.359	14.51	428					166344	156645.3	29.4968986905582	0.0799745093457944	0.953353762342526	1.04892857142857	2.4744225	34.22909	5506.2136268
06/17/2005	"valero"	"340 highland ave, piedmont"	2.419	14.524	404					166748	157049.3	27.8160286422473	0.0869642475247525	0.482425913163336	2.07285714285714	5.01424142857143	35.133556	5541.3471828
06/25/2005	"chevron"	"16304 foothill blvd, san leandro"	2.499	13.892	422					167171	157471.3	30.3771955082062	0.0822656587677725	0.550812448361333	1.8155	4.5369345	34.716108	5576.0632908
"?"	"bp"	"rwc"	2.259	13.193	411			"paid by jim. no date"		145699	157882.3	31.1528841052073	0.0725133503649635	-2773.39475957386	-0.000360568936877076	-0.000814525228405316	29.802987	5605.8662778
"?"	"arco"	"?"	1.99927536231884	13.8	402		0.35			156370	158284.3	29.1304347826087	0.0686318407960199	0	"Err:503"	"Err:503"	27.59	5633.4562778
08/06/2004	"arco"	"365 w jackson st, hayward"	2.039	15.479	460		0.35			147524	158744.3	29.7176820208024	0.06861235	2768.47826086957	0.000361209265802905	0.000736505692972124	31.561681	5665.0179588
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
											"before pdi"	"after pdi"						
								"days of car owning"		1413								
								"grand avg gas/day"		2.61121096376504								
								"avg spent/day"			2.76744004389722	8.58002495208914						
								"mpg"			27.2823672092827	30.6736156484056						
								"gas price/gal"			1.76802105137355	2.14581582943671						
